,shortcode,date,hashtags,caption,locationid,lat,lng,age,ethnicity,gender,duration,movement,weight,comments,reps
162,Bu1nD1wg_t2,2019-03-10 18-24-30,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;lunges;walkinglunges;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,As if the walking lunges 🏋️‍♀️🏋️ werent tough enough we added a wee twist 🌪️ into the mix this week to up the ante 😬⬆️💥,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,21.1,UNK,-1,UNK,
163,Bh9Ekf4hWSH,2018-04-24 13-06-37,fitness;fitnessjourney;weightloss;healthylifestyle;behealthy;tabataworkout;burpees;weightloss;deadlifts;womenpower;personaltrainer;befitbycosta,Only hard work and determination can make your dreams come true💪💪💪💪If you want to be in the best shape of your life Contact me for Personal Training at 07785611446 Now offering ONLINE PERSONAL TRAINING Weekly support 247 support Nutritional advice Location independent Great value for the money,227561342,52.5833,-0.25,0,UNK,UNK,34.0,UNK,-1,UNK,
164,Bw4aPGRDeON,2019-04-30 13-32-05,,On the DL,213385402,51.5071148636,-0.1273180524,0,UNK,UNK,35.95,UNK,-1,UNK,
165,BZCVqH_Aeyt,2017-09-14 21-28-50,ToDreamToDo,Take a peek at Kaitlyns single leg balance move shes been using in her classes this week 👌🏽 If you need a little extra help getting your balance on point head over to our bio link for the class schedules 🗓,UNK,UNK,UNK,0,UNK,UNK,0.0,UNK,-1,UNK,
166,Bs9BD02B5mG,2019-01-22 22-23-34,womenempowerment;motivation;determination;rackdeads;jc;jo,wacher another strong AF Female client enters the 100 club 💪🏾 Awesome effort gurl Still working on good form and driving from glutes to take the load off the lower back womenempowerment motivation determination rackdeads 100kgs,UNK,UNK,UNK,0,UNK,UNK,14.93,UNK,-1,UNK,
167,Bw_ga3yn0Pd,2019-05-03 07-39-11,powerlifting;squats;progress;squat;motivation;personaltrainer;fitnessmotivation;motivation;pioneer;barbell;barbellbrigade;chest;legworkout;monolift;loadedlifting;povertybench;ivanko;ruccisgym;personalrecord;hardwork;gainz;grind;workout;fitness;fit;powerliftingaustralia,Warming up today wasnt sure how 180 x 3 would move but it seemed to move pretty well Getting excited for Perth Cup in September hopefully pull some big numbers by then,249703460,-31.86515,115.89625,0,UNK,UNK,14.309000000000001,UNK,-1,UNK,
168,BnrQvusjli-,2018-09-13 18-14-42,personaltraining;befitbycosta;HIIT;boxercise;healthylifestyle;fitness;fitnessjourney;fitnesstransformation,Great workout this morning Well done girls 💪💪💪,227561342,52.5833,-0.25,0,UNK,UNK,17.52,UNK,-1,UNK,
169,BvtOAudFzEd,2019-04-01 08-40-58,fit;fitness;health;gym,💪🏻😎 Tag your friends,UNK,UNK,UNK,0,UNK,UNK,9.5,UNK,-1,UNK,
170,BircuSdhUok,2018-05-12 13-22-33,,It was great fun Every Saturday at 1100am Whos gonna join us 😁 £500 per person,UNK,UNK,UNK,0,UNK,UNK,12.0,UNK,-1,UNK,
171,Bo0h-IflGxM,2018-10-12 05-09-58,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Now this is a great variation for your arm hypertrophy Drag curls basically focuses more on the brachialis brachioradialis But it will also target your brachii musclesHere you can cannot lock your elbowsBut the thing is you cannot do haphazard motion bcoz you have advantage of unlocking your elbows your motion should be linear keep the bar as close to your body For this I will prefer you the smith machine Also dont forget to breathe squeeze hard ✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,31.85,UNK,-1,UNK,
172,Bxt9vLSnMlh,2019-05-21 08-40-51,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Just another variation to stimulate your lattismus dorsi check my previous post for exercise explainationfitnessfitfitnessmotivationfitnesslifestyle,223160498542941,22.30944,73.17999,0,UNK,UNK,34.15,UNK,-1,UNK,
173,BnilLskgYVl,2018-09-10 09-22-01,legday;blonde;twoblondes;bodybuilders;bodybuilding;compprep;glutes;quads;hammies;funtimes;lift;liftingpartners;missedher,what is this lol 😂 lyons we 💯 know what we’re doing 😂😂😂,UNK,UNK,UNK,0,UNK,UNK,39.63,UNK,-1,UNK,
174,Bz3GJgtg9o7,2019-07-13 14-49-40,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;plyometrics;jump;jumping;boxjumps;boxjump;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,We do love a good Box Jump 😬⬆️📦🤾 A fantastic exercise that can be used in a number of different ways including the development of explosive power 💥 and in conditioning 💦,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,9.7,UNK,-1,UNK,
175,BzD5XSRAusB,2019-06-23 17-37-33,training;motivation;backworkout;powerlifting;strongwomen;teampowermillgym;neverstrongenough,Somedays it’s not about health or building muscle I’ts just therapy,UNK,UNK,UNK,0,UNK,UNK,22.39,UNK,-1,UNK,
176,BtdkpkJAz_0,2019-02-04 13-50-42,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,The Bench Pressing got a bit tasty on Saturday 🏋️‍♀️🏋️ There was a rep test 📝 thrown in there for good measure were looking forward to seeing how much everyone beats their target 🎯 by in future,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,15.27,UNK,-1,UNK,
177,BVCF1iYDtmQ,2017-06-07 09-05-00,gymtime;hardworkpaysoff;workingout;for;comeback;lifeofanathlete,,UNK,UNK,UNK,0,UNK,UNK,17.822,UNK,-1,UNK,
178,BzZ57_JgtUv,2019-07-02 06-45-59,,Managed to squeeze in a last minute arm sesh before my flight tonight Last sesh in a real gym for almost 4 weeks 😢,1016517089,-37.9576111,145.0383301,0,UNK,UNK,10.765999999999998,UNK,-1,UNK,
179,Bk9_5Zthr4a,2018-07-08 11-38-53,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;barbellrows;strength;strong;strongisnotasize;girlswholift;strongnotskinny;powerlifting;bodybuilding;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Its always important to establish a good balance between Pushing ➡️ and Pulling ⬅️ exercises in Upper Body training There was some top class lifting in the Upper Body components of the bootcamp workouts this week 💪 Highlights include some Bench Press Seated DB Z Press and Barbell Rows 🏋️‍♀️🏋️ Excellent exercises to use when training for a multitude of goals and in general for building a fit balanced and healthy physique 🙌,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,30.07,UNK,-1,UNK,
180,BxJwF63AU-k,2019-05-07 07-13-34,squat;legday;melbournegym;injury;melbournefitness;hammerhousegym;gym;fitness;squats;squatsbooty;glutes;workout;gymshark,Getting back into squats after avoiding them for so long because they caused me all sorts of back problems My issue has always been weak glutes which I compensate for with my lower back I’m getting glute strength through a few different exercises now and finally starting some light squats without any pain👌,1016517089,-37.9576111,145.0383301,0,UNK,UNK,35.82,UNK,-1,UNK,
181,Bm3NIo0ldOr,2018-08-24 13-07-28,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;biceps;bicepworkout;triceps;barbell;bar;dedication;courage;innerbeastclothing;bicepworkout;biceps;gohardorgohome;gymshark;backworkout;physiqueapparel,This one is my favourite exercise one arm cable row is the exercise which involves your delts wings traps the scapulaHere keep your back straight try not to engage your shoulders very much squeeze hard Dont forget to breathe ✌️ fitnessfitfitnessmotivationfitnesslifestyle hardwork back instafitfam instagram instafitnessthefitnessnetfitnessphysiquefitnesslovergymislifefitstagraminstamusclebiceps bicepworkouttriceps barbellbardedicationcourageinnerbeastclothingbicepworkoutbicepsgohardorgohomegymsharkbackworkout physiqueapparel Summer sale is going on for Use my discount code ERIC to get discount There is also 80 off,UNK,UNK,UNK,0,UNK,UNK,26.53,UNK,-1,UNK,
182,BtxvDIDDPOD,2019-02-12 09-44-03,highprotein;bodybuildingmotivation;benchpress;lifting;gymselfie;flexing;armsworkout;arms;biceps;power;powerlifting;deadlift;fitfam;abs;fitnessmotivation;motivation;pushworkout;workoutmotivation;workout;gymlife;fitness;fitfam;transformation,A great way to progress the step up Add some weight first and progress further with a knee tuck For enquires adan Markseabournept com 07432078818,1020453330,53.816146771,-1.604297609,0,UNK,UNK,35.37,UNK,-1,UNK,
183,Bxg1h-MHti9,2019-05-16 06-35-24,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Overhead rope tricep extensions or overhead elbow extensions is a great variation not only for your long head of tricep brachii But also for your overall tricep development So one Q to you pupils Why we are doing tricep and cable pushdowns only for the lateral head the medial head of the triceps Why not long head is involved in this🤔🤔 Now let me ans this Q As anatomy says your medial lateral head of tricep brachii originates from the posterior lip of humerus So the movement necessary for the contraction is just elbow extensions But the long head originates from infraglenoid tubercule of scapula So elbow extension is not at all the ans for the contraction of it So you need shoulder hyperextension for it when your doing tricep kick backs nonoverhead movements But when your doing overhead movements then you need hyperflexion To activate it So keep your form tight dont forget to breathe ✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,16.95,UNK,-1,UNK,
184,BHHkHCODTg9,2016-06-26 12-46-13,gym;goals;liftheavy;heavy;muscleups;training;beginner;calasthenics;intermittentfasting;pullups;weights;weightloss;weightlifting;bodybuilding;sixpackabs;sixpack;backworkout;big;healthychoices;cleanliving,Muscle up for the warm up,UNK,UNK,UNK,0,UNK,UNK,9.505,UNK,-1,UNK,
185,Bm0W6W4BL63,2018-08-23 11-27-57,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,More PBs this week with hitting a superb 100 kg squat 💪🏋️‍♀️ Perfect depth 👌 and a huge milestone to hit 🎯 Nice one Stacy 🙌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,6.87,UNK,-1,UNK,
186,BWzX8RaAiBj,2017-07-21 08-57-23,pridegymapparel;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,Going heavy today 160kg,1714939685189846,53.83176,-1.46612,0,UNK,UNK,0.0,UNK,-1,UNK,
187,BvDHkP_HsBI,2019-03-16 00-17-51,melbourne;arnoldsaustralia;arnoldclassic;arnold;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,When they don’t say how much they weigh so you just lift them and hope for the best then find out there 65kg’s afterwards transformationcoach,269259174,-37.83174,144.95163,0,UNK,UNK,29.1,UNK,-1,UNK,
188,BwRfKApA_8G,2019-04-15 10-49-51,shoulderpress;musclenation;gym;fitness;melbournegym;melbournefitness;chestday;shoulderworkout;bodybuilder;workoutroutine;injuryrecovery;injuryrehab;progress;hardwork;gymgrind,My shoulders have always caused me problems over the years I’ve had multiple injuries occur but it’s nice to have them feeling strong again and moving some decent weight💪,1016517089,-37.9576111,145.0383301,0,UNK,UNK,23.89,UNK,-1,UNK,
189,Bn8XUH7gx4j,2018-09-20 09-39-46,motivation;fitnessmotivation;fitspo;fitspiration;fitness;fitnesslife;fitnesscoach;gymapparel;gymwear;weighttraining;weights;weightlifting;weightliftingjourney;liftingheavy;liftinglarge;liftheavy;weightliftinglife;lifting;justlift;liftlife;instalift;doyouevenlift;guyswholift;beastmode;gym;gymlife;bodybuilding;trainhard,rack pulls over deadlifts todaya Got an easy 5x180kg double tho 🏋🏻‍♂️🏋🏻‍♂️,1020453330,53.816146771,-1.604297609,0,UNK,UNK,16.46,UNK,-1,UNK,
190,Bo1M1xuhJ9y,2018-10-12 11-27-04,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;overheadpress;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,There was some outstanding Overhead Pressing on display at Bootcamp last night 🏋️‍♀️🏋️‍♂️ Impressive weights being flung overhead and everyone getting better and better all the time 💪🙌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,22.73,UNK,-1,UNK,
191,BnTXRs9A1PD,2018-09-04 11-30-22,personaltraining;befitbycosta;absworkout;strongladies;sixpack;pushyourlimits;fitness;fitnessjourney;fitnessgoals;nevergiveup;frenchathlete;peterborough,The Best ab exercise is 5 sets of stop eating so much Crap 😂👍💪,227561342,52.5833,-0.25,0,UNK,UNK,34.489000000000004,UNK,-1,UNK,
192,Bm3L50vlKtv,2018-08-24 12-54-20,personaltrainer;befitbycosta;chestworkout;backworkout;dumbellpullovers;fitnessgoals;fitnessjourney;fitnesstransformation,Dumbbell Pullovers a forgotten old school exercise 👍💪 Well done Shirley Wiggins you are the best 👍💪,227561342,52.5833,-0.25,0,UNK,UNK,37.08,UNK,-1,UNK,
193,BycaG2iHF-y,2019-06-08 09-33-36,crossfit;fitness;gym;workout;fit;bodybuilding;fitnessmotivation;training;motivation;fitfam;muscle;gymlife;instafit;lifestyle;health;sport;fitspo;abs;strong;fitnessmodel;healthy;weightlifting;personaltrainer;gymmotivation;powerlifting;crossfitgirls;wod;cardio;instagood;bhfyp,Getting closerrr 👀,270094466482372,52.0003345705,-2.110303677,0,UNK,UNK,20.439,UNK,-1,UNK,
194,ByX_lUSn3ZE,2019-06-06 16-24-56,personaltrainer;nevergiveup;bootcamp;fit;fitfam;fitness;fitnessjourney;nopainnogain;peterborough,Who said you can’t have fun when you do burpees I always do 😂💪👍,800983196703045,52.57434,-0.24614,0,UNK,UNK,49.43,UNK,-1,UNK,
195,BzUo7NKFVsV,2019-06-30 05-39-54,noexcuses;fitfam;workout;workoutmotivation;fitness;fitlife;fitnesslife;workouts;fitnessmotivator;fitspo;gymtips;gym;goals;gains;workhard;trainhard;gymworkout,repost via from Some new scenery today for chest 👀 Try this one out 1 Incline Dumbbell Bench 4x810 2 Incline Dumbbell Hex Press x Dumbbell Front Raise 4x1012 each 3 Hammer Strength Press 4x1012 4 Decline Cable Fly 1215 x Dips 810 4 sets 5 Single Incline Cable Fly 3x20 each side EOS was closed so tried a new gym 😪 The first video here is the dumbbell front raise all others are in order If you have questions comment below,UNK,UNK,UNK,0,UNK,UNK,19.6,UNK,-1,UNK,
196,BzgypVIB05M,2019-07-04 22-58-01,positivity;selfcare;freshcuts;bowlcut;hairdresser;blonde;blondeshavemorefun;pt,✨FRESH CUT FRIDAY✨ Cheers to Ali my long term hair stylist and owner of Feeling fine and ready to face the day What does self care look like to you,223055976,-35.11716,147.35677,0,UNK,UNK,5.7,UNK,-1,UNK,
